,şimdi,açılış,fark,avg_polar,tweet_count
2022-05-24,42.16,43.1,-1.86,0.6240601503759399,133
2022-05-23,42.96,43.06,0.23,0.5697674418604651,172
2022-05-20,42.86,42.28,1.08,0.5833333333333334,180
2022-05-18,42.4,42.08,0.76,0.5664739884393064,173
2022-05-17,42.08,42.98,-1.5,0.5462555066079295,227
2022-05-16,42.72,42.48,0.56,0.6157407407407407,216
2022-05-13,42.48,42.76,1.48,0.5396039603960396,202
2022-05-12,41.86,41.74,-0.81,0.5217391304347826,184
2022-05-11,42.2,42.3,0.0,0.49079754601226994,163
2022-05-10,42.2,42.74,-0.24,0.6103896103896104,154
2022-05-09,42.3,42.4,-0.19,0.5037037037037037,135
2022-05-06,42.38,42.46,-0.7,0.49230769230769234,130
2022-05-05,42.68,41.98,3.44,0.62,150
2022-04-29,41.26,40.78,1.88,0.5771144278606966,201
2022-04-28,40.5,41.5,0.0,0.6161369193154034,409
2022-04-27,40.5,39.36,3.58,0.5523255813953488,172
2022-04-26,39.1,40.02,-1.26,0.5706521739130435,184
2022-04-25,39.6,39.7,-0.35,0.5797872340425532,188
2022-04-22,39.74,40.02,-1.1,0.5964912280701754,228
2022-04-21,40.18,38.88,3.4,0.6289752650176679,283
2022-04-20,38.86,38.82,0.26,0.6534090909090909,176
2022-04-19,38.76,37.82,2.98,0.6066350710900474,211
2022-04-18,37.64,37.98,-0.26,0.6058394160583942,137
2022-04-15,37.74,37.36,1.02,0.539568345323741,139
2022-04-14,37.36,37.7,1.03,0.543859649122807,171
2022-04-13,36.98,37.5,-0.7,0.5443786982248521,169
2022-04-12,37.24,36.26,2.99,0.6176470588235294,204
2022-04-11,36.16,35.36,2.38,0.589041095890411,219
2022-04-08,35.32,35.8,-0.84,0.5714285714285714,196
2022-04-07,35.62,34.88,2.89,0.5517241379310345,203
2022-04-06,34.62,35.0,0.35,0.5678391959798995,199
2022-04-05,34.5,33.76,3.11,0.6101694915254238,236
2022-04-04,33.46,32.88,2.07,0.5901639344262295,183
2022-04-01,32.78,32.48,1.61,0.6032608695652174,184
2022-03-31,32.26,32.34,0.25,0.5555555555555556,216
2022-03-30,32.18,31.62,1.71,0.6476868327402135,281
2022-03-29,31.64,29.38,8.88,0.6948051948051948,462
2022-03-28,29.06,28.46,3.2,0.7485380116959064,171
2022-03-25,28.16,28.3,0.14,0.6458333333333334,96
2022-03-24,28.12,28.22,0.07,0.5858585858585859,99
2022-03-23,28.1,28.64,-1.47,0.6415094339622641,106
2022-03-22,28.52,27.92,2.15,0.7575757575757576,165
2022-03-21,27.92,27.9,0.72,0.6390977443609023,133
2022-03-18,27.72,27.88,-0.5,0.6633663366336634,101
2022-03-17,27.86,28.0,0.58,0.6173913043478261,115
2022-03-16,27.7,27.84,0.14,0.6,115
2022-03-15,27.66,26.68,3.91,0.7031963470319634,219
2022-03-14,26.62,26.6,0.76,0.6601941747572816,103
2022-03-11,26.42,25.72,2.64,0.6385542168674698,166
2022-03-10,25.74,26.54,-1.53,0.5254237288135594,118
2022-03-09,26.14,25.9,3.32,0.6174863387978142,183
2022-03-08,25.3,25.52,-2.32,0.6148648648648649,148
2022-03-07,25.9,24.9,2.37,0.7105263157894737,266
2022-03-04,25.3,25.66,-2.47,0.6277372262773723,137
2022-03-03,25.94,26.26,-0.15,0.5977011494252874,174
2022-03-02,25.98,25.26,2.85,0.6518218623481782,247
2022-03-01,25.26,26.42,-1.41,0.5718232044198895,362
2022-02-28,25.62,26.44,-6.15,0.6333333333333333,150
2022-02-25,27.3,25.16,7.99,0.5658914728682171,258
2022-02-24,25.28,25.3,-9.97,0.5280898876404494,178
2022-02-23,28.08,29.08,-2.77,0.6335877862595419,131
2022-02-22,28.88,28.58,-1.9,0.6634615384615384,104
2022-02-21,29.44,29.9,0.14,0.625,128
2022-02-18,29.4,29.24,2.3,0.5754716981132075,106
2022-02-17,28.74,29.7,-2.91,0.5206611570247934,121
2022-02-16,29.6,30.08,-1.2,0.6761904761904762,105
2022-02-15,29.96,28.74,4.76,0.7682119205298014,151
2022-02-14,28.6,28.96,-3.44,0.6808510638297872,141
2022-02-11,29.62,29.58,-0.6,0.64,275
2022-02-10,29.8,29.9,-0.13,0.5681818181818182,132
2022-02-09,29.84,28.98,3.68,0.7261904761904762,252
2022-02-08,28.78,28.24,1.84,0.7007299270072993,137
2022-02-07,28.26,26.7,6.0,0.7361963190184049,163
2022-02-04,26.66,27.18,-1.33,0.6421052631578947,95
2022-02-03,27.02,27.78,-2.81,0.646551724137931,116
2022-02-02,27.8,28.42,-1.84,0.5051546391752577,97
2022-02-01,28.32,29.04,-1.39,0.6027397260273972,73
2022-01-31,28.72,28.72,1.99,0.6666666666666666,99
2022-01-28,28.16,28.76,-1.68,0.6071428571428571,112
2022-01-27,28.64,26.86,5.22,0.7530864197530864,243
2022-01-26,27.22,26.2,4.21,0.6581196581196581,234
2022-01-25,26.12,26.42,0.38,0.6711409395973155,149
2022-01-24,26.02,27.14,-5.38,0.6190476190476191,147
2022-01-21,27.5,28.2,-2.14,0.6122448979591837,147
2022-01-20,28.1,27.96,2.55,0.5798319327731093,119
2022-01-19,27.4,26.5,1.93,0.64,100
2022-01-18,26.88,28.28,-4.95,0.6299212598425197,127
2022-01-17,28.28,28.44,0.21,0.6440677966101694,118
2022-01-14,28.22,28.8,-1.95,0.6967741935483871,155
2022-01-13,28.78,26.8,7.07,0.5353260869565217,368
2022-01-12,26.88,27.38,-0.07,0.6183206106870229,131
2022-01-11,26.9,27.3,0.75,0.5773809523809523,168
2022-01-10,26.7,25.38,7.06,0.5797665369649806,257
2022-01-07,24.94,25.24,0.32,0.6192893401015228,197
2022-01-06,24.86,23.62,4.02,0.6293103448275862,232
2022-01-05,23.9,22.1,4.82,0.7235772357723578,123
2022-01-04,22.8,21.9,4.4,0.664804469273743,179
2022-01-03,21.84,20.18,9.09,0.7132352941176471,136
